,Stock_name,date,close,high,low,open,volume
56,SQUAREPHARMA,2015-08-14 00:00:00+00:00,115.96,116.31,114.01,114.32,42929516
57,SQUAREPHARMA,2015-08-17 00:00:00+00:00,117.16,117.65,115.5,116.04,40884745
58,SQUAREPHARMA,2015-08-18 00:00:00+00:00,116.5,117.44,116.01,116.43,34560708
59,SQUAREPHARMA,2015-08-19 00:00:00+00:00,115.01,116.52,114.68,116.1,48286510
60,SQUAREPHARMA,2015-08-20 00:00:00+00:00,112.65,114.35,111.63,114.08,68501622
61,SQUAREPHARMA,2015-08-21 00:00:00+00:00,105.76,111.9,105.645,110.43,128275471
62,SQUAREPHARMA,2015-08-24 00:00:00+00:00,103.12,108.8,92,94.87,162206292
63,SQUAREPHARMA,2015-08-25 00:00:00+00:00,103.74,111.11,103.5,111.11,103601599
64,SQUAREPHARMA,2015-08-26 00:00:00+00:00,109.69,109.89,105.05,107.085,96774611
65,SQUAREPHARMA,2015-08-27 00:00:00+00:00,112.92,113.24,110.02,112.25,84616056
66,SQUAREPHARMA,2015-08-28 00:00:00+00:00,113.29,113.31,111.54,112.17,53164407
67,SQUAREPHARMA,2015-08-31 00:00:00+00:00,112.76,114.53,112,112.13,56229271
68,SQUAREPHARMA,2015-09-01 00:00:00+00:00,107.72,111.88,107.36,110.18,76845860
69,SQUAREPHARMA,2015-09-02 00:00:00+00:00,112.34,112.34,109.131,110,61888812
70,SQUAREPHARMA,2015-09-03 00:00:00+00:00,110.37,112.78,110.04,112.49,53233940
71,SQUAREPHARMA,2015-09-04 00:00:00+00:00,109.27,110.45,108.51,108.97,49996311
72,SQUAREPHARMA,2015-09-08 00:00:00+00:00,112.31,112.56,110.32,111.65,54843626
73,SQUAREPHARMA,2015-09-09 00:00:00+00:00,110.15,114.02,109.77,113.76,85010804
74,SQUAREPHARMA,2015-09-10 00:00:00+00:00,112.57,113.2825,109.9,110.27,62892831
75,SQUAREPHARMA,2015-09-11 00:00:00+00:00,114.21,114.21,111.76,111.79,49915473
76,SQUAREPHARMA,2015-09-14 00:00:00+00:00,115.31,116.89,114.86,116.58,58363431
77,SQUAREPHARMA,2015-09-15 00:00:00+00:00,116.28,116.53,114.42,115.93,43341155
78,SQUAREPHARMA,2015-09-16 00:00:00+00:00,116.41,116.54,115.44,116.25,37173489
79,SQUAREPHARMA,2015-09-17 00:00:00+00:00,113.92,116.49,113.715,115.66,64112641
80,SQUAREPHARMA,2015-09-18 00:00:00+00:00,113.45,114.3,111.87,112.21,74285291
81,SQUAREPHARMA,2015-09-21 00:00:00+00:00,115.21,115.37,113.66,113.67,50221965
82,SQUAREPHARMA,2015-09-22 00:00:00+00:00,113.4,114.18,112.5201,113.38,50346159
83,SQUAREPHARMA,2015-09-23 00:00:00+00:00,114.32,114.72,113.3,113.63,35756716
84,SQUAREPHARMA,2015-09-24 00:00:00+00:00,115,115.5,112.37,113.25,50219475
85,SQUAREPHARMA,2015-09-25 00:00:00+00:00,114.71,116.69,114.02,116.44,56151926
86,SQUAREPHARMA,2015-09-28 00:00:00+00:00,112.44,114.57,112.44,113.85,50782189
87,SQUAREPHARMA,2015-09-29 00:00:00+00:00,109.06,113.51,107.86,112.83,73365384
88,SQUAREPHARMA,2015-09-30 00:00:00+00:00,110.3,111.54,108.73,110.17,65041596
89,SQUAREPHARMA,2015-10-01 00:00:00+00:00,109.58,109.62,107.31,109.07,63929100
90,SQUAREPHARMA,2015-10-02 00:00:00+00:00,110.38,111.0136,107.55,108.01,58019758
91,SQUAREPHARMA,2015-10-05 00:00:00+00:00,110.78,111.3698,109.07,109.88,52064743
92,SQUAREPHARMA,2015-10-06 00:00:00+00:00,111.31,111.74,109.765,110.63,48856977
93,SQUAREPHARMA,2015-10-07 00:00:00+00:00,110.78,111.77,109.41,111.74,46765550
94,SQUAREPHARMA,2015-10-08 00:00:00+00:00,109.5,110.19,108.21,110.19,61979577
95,SQUAREPHARMA,2015-10-09 00:00:00+00:00,112.12,112.28,109.49,110,52766140
96,SQUAREPHARMA,2015-10-12 00:00:00+00:00,111.6,112.75,111.44,112.73,30467204
97,SQUAREPHARMA,2015-10-13 00:00:00+00:00,111.79,112.45,110.68,110.82,33049256
98,SQUAREPHARMA,2015-10-14 00:00:00+00:00,110.21,111.52,109.56,111.29,44462449
99,SQUAREPHARMA,2015-10-15 00:00:00+00:00,111.86,112.1,110.49,110.93,37673452
100,SQUAREPHARMA,2015-10-16 00:00:00+00:00,111.04,112,110.53,111.78,39232609
101,SQUAREPHARMA,2015-10-19 00:00:00+00:00,111.73,111.75,110.11,110.8,29759153
102,SQUAREPHARMA,2015-10-20 00:00:00+00:00,113.77,114.17,110.82,111.34,48967763
103,SQUAREPHARMA,2015-10-21 00:00:00+00:00,113.76,115.58,113.7,114,42326974
104,SQUAREPHARMA,2015-10-22 00:00:00+00:00,115.5,115.5,114.1,114.33,41654089
105,SQUAREPHARMA,2015-10-23 00:00:00+00:00,119.08,119.228,116.33,116.7,59366914
106,SQUAREPHARMA,2015-10-26 00:00:00+00:00,115.28,118.13,114.92,118.08,66333781
107,SQUAREPHARMA,2015-10-27 00:00:00+00:00,114.55,116.54,113.99,115.4,69884400
108,SQUAREPHARMA,2015-10-28 00:00:00+00:00,119.27,119.3,116.06,116.93,85551352
109,SQUAREPHARMA,2015-10-29 00:00:00+00:00,120.53,120.69,118.27,118.7,51227334
110,SQUAREPHARMA,2015-10-30 00:00:00+00:00,119.5,121.22,119.45,120.99,49365254
111,SQUAREPHARMA,2015-11-02 00:00:00+00:00,121.18,121.36,119.61,119.87,32203267
112,SQUAREPHARMA,2015-11-03 00:00:00+00:00,122.57,123.49,120.7,120.79,45518976
113,SQUAREPHARMA,2015-11-04 00:00:00+00:00,122,123.82,121.62,123.13,44886050
114,SQUAREPHARMA,2015-11-05 00:00:00+00:00,120.92,122.69,120.18,121.85,39552680
115,SQUAREPHARMA,2015-11-06 00:00:00+00:00,121.06,121.81,120.62,121.11,33042283
116,SQUAREPHARMA,2015-11-09 00:00:00+00:00,120.57,121.81,120.05,120.96,33871405
117,SQUAREPHARMA,2015-11-10 00:00:00+00:00,116.77,118.07,116.061,116.9,59127931
118,SQUAREPHARMA,2015-11-11 00:00:00+00:00,116.11,117.42,115.21,116.37,45217971
119,SQUAREPHARMA,2015-11-12 00:00:00+00:00,115.72,116.82,115.65,116.26,32525579
120,SQUAREPHARMA,2015-11-13 00:00:00+00:00,112.34,115.57,112.27,115.2,45812403
121,SQUAREPHARMA,2015-11-16 00:00:00+00:00,114.175,114.24,111,111.38,38106701
122,SQUAREPHARMA,2015-11-17 00:00:00+00:00,113.69,115.05,113.32,114.92,27583101
123,SQUAREPHARMA,2015-11-18 00:00:00+00:00,117.29,117.49,115.5,115.76,46674697
124,SQUAREPHARMA,2015-11-19 00:00:00+00:00,118.78,119.75,116.76,117.64,43295820
125,SQUAREPHARMA,2015-11-20 00:00:00+00:00,119.3,119.92,118.85,119.2,34287096
126,SQUAREPHARMA,2015-11-23 00:00:00+00:00,117.75,119.73,117.34,119.27,32482528
127,SQUAREPHARMA,2015-11-24 00:00:00+00:00,118.88,119.35,117.12,117.33,42803172
128,SQUAREPHARMA,2015-11-25 00:00:00+00:00,118.03,119.23,117.92,119.21,21388308
129,SQUAREPHARMA,2015-11-27 00:00:00+00:00,117.81,118.41,117.6,118.29,13046445
130,SQUAREPHARMA,2015-11-30 00:00:00+00:00,118.3,119.41,117.75,117.99,39180322
131,SQUAREPHARMA,2015-12-01 00:00:00+00:00,117.34,118.81,116.86,118.75,34852374
132,SQUAREPHARMA,2015-12-02 00:00:00+00:00,116.28,118.11,116.08,117.05,33386563
133,SQUAREPHARMA,2015-12-03 00:00:00+00:00,115.2,116.79,114.22,116.55,41569509
134,SQUAREPHARMA,2015-12-04 00:00:00+00:00,119.03,119.25,115.11,115.29,57776977
135,SQUAREPHARMA,2015-12-07 00:00:00+00:00,118.28,119.86,117.81,118.98,32084249
136,SQUAREPHARMA,2015-12-08 00:00:00+00:00,118.23,118.6,116.86,117.52,34309450
137,SQUAREPHARMA,2015-12-09 00:00:00+00:00,115.62,117.69,115.08,117.64,46361357
138,SQUAREPHARMA,2015-12-10 00:00:00+00:00,116.17,116.94,115.51,116.04,29212727
139,SQUAREPHARMA,2015-12-11 00:00:00+00:00,113.18,115.39,112.851,115.19,46886161
140,SQUAREPHARMA,2015-12-14 00:00:00+00:00,112.48,112.68,109.79,112.18,65003609
141,SQUAREPHARMA,2015-12-15 00:00:00+00:00,110.49,112.8,110.35,111.94,53323105
142,SQUAREPHARMA,2015-12-16 00:00:00+00:00,111.34,111.99,108.8,111.07,56238467
143,SQUAREPHARMA,2015-12-17 00:00:00+00:00,108.98,112.25,108.98,112.02,44772827
144,SQUAREPHARMA,2015-12-18 00:00:00+00:00,106.03,109.52,105.81,108.91,96453327
145,SQUAREPHARMA,2015-12-21 00:00:00+00:00,107.33,107.37,105.57,107.28,47590610
146,SQUAREPHARMA,2015-12-22 00:00:00+00:00,107.23,107.72,106.451,107.4,32789367
147,SQUAREPHARMA,2015-12-23 00:00:00+00:00,108.61,108.85,107.2,107.27,32657354
148,SQUAREPHARMA,2015-12-24 00:00:00+00:00,108.03,109,107.95,109,13596680
149,SQUAREPHARMA,2015-12-28 00:00:00+00:00,106.82,107.69,106.1807,107.59,26704210
150,SQUAREPHARMA,2015-12-29 00:00:00+00:00,108.74,109.43,106.86,106.96,30931243
151,SQUAREPHARMA,2015-12-30 00:00:00+00:00,107.32,108.7,107.18,108.58,25213777
152,SQUAREPHARMA,2015-12-31 00:00:00+00:00,105.26,107.03,104.82,107.01,40912316
153,SQUAREPHARMA,2016-01-04 00:00:00+00:00,105.35,105.368,102,102.61,67649387
154,SQUAREPHARMA,2016-01-05 00:00:00+00:00,102.71,105.85,102.41,105.75,55790992
155,SQUAREPHARMA,2016-01-06 00:00:00+00:00,100.7,102.37,99.87,100.56,68457388
156,SQUAREPHARMA,2016-01-07 00:00:00+00:00,96.45,100.13,96.43,98.68,81094428
157,SQUAREPHARMA,2016-01-08 00:00:00+00:00,96.96,99.11,96.76,98.55,70798016
158,SQUAREPHARMA,2016-01-11 00:00:00+00:00,98.53,99.06,97.34,98.97,49739377
159,SQUAREPHARMA,2016-01-12 00:00:00+00:00,99.96,100.69,98.8399,100.55,49154227
160,SQUAREPHARMA,2016-01-13 00:00:00+00:00,97.39,101.19,97.3,100.32,62439631
161,SQUAREPHARMA,2016-01-14 00:00:00+00:00,99.52,100.48,95.74,97.96,63170127
162,SQUAREPHARMA,2016-01-15 00:00:00+00:00,97.13,97.71,95.36,96.2,79833891
163,SQUAREPHARMA,2016-01-19 00:00:00+00:00,96.66,98.65,95.5,98.41,53087747
164,SQUAREPHARMA,2016-01-20 00:00:00+00:00,96.79,98.1897,93.42,95.1,72334416
165,SQUAREPHARMA,2016-01-21 00:00:00+00:00,96.3,97.88,94.94,97.06,52161463
166,SQUAREPHARMA,2016-01-22 00:00:00+00:00,101.42,101.46,98.37,98.63,65800467
167,SQUAREPHARMA,2016-01-25 00:00:00+00:00,99.44,101.53,99.21,101.52,51794525
168,SQUAREPHARMA,2016-01-26 00:00:00+00:00,99.99,100.88,98.07,99.93,75077002
169,SQUAREPHARMA,2016-01-27 00:00:00+00:00,93.42,96.6289,93.34,96.04,133369674
170,SQUAREPHARMA,2016-01-28 00:00:00+00:00,94.09,94.52,92.39,93.79,55678825
171,SQUAREPHARMA,2016-01-29 00:00:00+00:00,97.34,97.34,94.35,94.79,64416504
172,SQUAREPHARMA,2016-02-01 00:00:00+00:00,96.43,96.71,95.4,96.47,40943541
173,SQUAREPHARMA,2016-02-02 00:00:00+00:00,94.48,96.04,94.28,95.42,37357215
174,SQUAREPHARMA,2016-02-03 00:00:00+00:00,96.35,96.84,94.08,95,45964294
175,SQUAREPHARMA,2016-02-04 00:00:00+00:00,96.6,97.33,95.19,95.86,46471652
176,SQUAREPHARMA,2016-02-05 00:00:00+00:00,94.02,96.92,93.69,96.52,46418064
177,SQUAREPHARMA,2016-02-08 00:00:00+00:00,95.01,95.7,93.04,93.13,54021375
178,SQUAREPHARMA,2016-02-09 00:00:00+00:00,94.99,95.94,93.93,94.29,44331195
179,SQUAREPHARMA,2016-02-10 00:00:00+00:00,94.27,96.35,94.1,95.92,42343601
180,SQUAREPHARMA,2016-02-11 00:00:00+00:00,93.7,94.72,92.59,93.79,50074711
181,SQUAREPHARMA,2016-02-12 00:00:00+00:00,93.99,94.5,93.01,94.19,40351381
182,SQUAREPHARMA,2016-02-16 00:00:00+00:00,96.64,96.85,94.61,95.02,49057916
183,SQUAREPHARMA,2016-02-17 00:00:00+00:00,98.12,98.21,96.15,96.67,44863243
184,SQUAREPHARMA,2016-02-18 00:00:00+00:00,96.26,98.89,96.091,98.84,39020983
185,SQUAREPHARMA,2016-02-19 00:00:00+00:00,96.04,96.7599,95.8,96,35374173
186,SQUAREPHARMA,2016-02-22 00:00:00+00:00,96.88,96.9,95.92,96.31,34280758
187,SQUAREPHARMA,2016-02-23 00:00:00+00:00,94.69,96.5,94.55,96.4,31942633
188,SQUAREPHARMA,2016-02-24 00:00:00+00:00,96.1,96.38,93.32,93.98,36255745
189,SQUAREPHARMA,2016-02-25 00:00:00+00:00,96.76,96.76,95.25,96.05,27582659
190,SQUAREPHARMA,2016-02-26 00:00:00+00:00,96.91,98.0237,96.58,97.2,28991131
191,SQUAREPHARMA,2016-02-29 00:00:00+00:00,96.69,98.23,96.65,96.86,35216277
192,SQUAREPHARMA,2016-03-01 00:00:00+00:00,100.53,100.77,97.42,97.65,50407147
193,SQUAREPHARMA,2016-03-02 00:00:00+00:00,100.75,100.89,99.64,100.51,33169560
194,SQUAREPHARMA,2016-03-03 00:00:00+00:00,101.5,101.7099,100.45,100.58,36955742
195,SQUAREPHARMA,2016-03-04 00:00:00+00:00,103.01,103.75,101.37,102.37,46055100
196,SQUAREPHARMA,2016-03-07 00:00:00+00:00,101.87,102.83,100.96,102.39,35915810
197,SQUAREPHARMA,2016-03-08 00:00:00+00:00,101.03,101.76,100.4,100.78,31182194
198,SQUAREPHARMA,2016-03-09 00:00:00+00:00,101.12,101.58,100.27,101.31,27201683
199,SQUAREPHARMA,2016-03-10 00:00:00+00:00,101.17,102.24,100.15,101.41,33513577
200,SQUAREPHARMA,2016-03-11 00:00:00+00:00,102.26,102.28,101.5,102.24,27408237
201,SQUAREPHARMA,2016-03-14 00:00:00+00:00,102.52,102.91,101.78,101.91,25076062
202,SQUAREPHARMA,2016-03-15 00:00:00+00:00,104.58,105.18,103.85,103.96,40067734
203,SQUAREPHARMA,2016-03-16 00:00:00+00:00,105.97,106.31,104.59,104.61,38303493
204,SQUAREPHARMA,2016-03-17 00:00:00+00:00,105.8,106.47,104.96,105.52,34420705
205,SQUAREPHARMA,2016-03-18 00:00:00+00:00,105.92,106.5,105.19,106.34,44205171
206,SQUAREPHARMA,2016-03-21 00:00:00+00:00,105.91,107.65,105.1401,105.93,35502678
207,SQUAREPHARMA,2016-03-22 00:00:00+00:00,106.72,107.29,105.21,105.25,32444375
208,SQUAREPHARMA,2016-03-23 00:00:00+00:00,106.13,107.07,105.9,106.48,25703495
209,SQUAREPHARMA,2016-03-24 00:00:00+00:00,105.67,106.25,104.89,105.47,26132955
210,SQUAREPHARMA,2016-03-28 00:00:00+00:00,105.19,106.19,105.06,106,19411372
211,SQUAREPHARMA,2016-03-29 00:00:00+00:00,107.68,107.79,104.88,104.89,31190083
212,SQUAREPHARMA,2016-03-30 00:00:00+00:00,109.56,110.42,108.6,108.65,45601149
213,SQUAREPHARMA,2016-03-31 00:00:00+00:00,108.99,109.9,108.88,109.72,25888449
214,SQUAREPHARMA,2016-04-01 00:00:00+00:00,109.99,110,108.2,108.78,25873950
215,SQUAREPHARMA,2016-04-04 00:00:00+00:00,111.12,112.19,110.27,110.42,37356204
216,SQUAREPHARMA,2016-04-05 00:00:00+00:00,109.81,110.73,109.42,109.51,26578652
217,SQUAREPHARMA,2016-04-06 00:00:00+00:00,110.96,110.98,109.2,110.23,26404077
218,SQUAREPHARMA,2016-04-07 00:00:00+00:00,108.54,110.42,108.121,109.95,31801870
219,SQUAREPHARMA,2016-04-08 00:00:00+00:00,108.66,109.77,108.17,108.91,23581740
220,SQUAREPHARMA,2016-04-11 00:00:00+00:00,109.02,110.61,108.83,108.97,29407518
221,SQUAREPHARMA,2016-04-12 00:00:00+00:00,110.44,110.5,108.66,109.34,27232325
222,SQUAREPHARMA,2016-04-13 00:00:00+00:00,112.04,112.34,110.8,110.8,33257316
223,SQUAREPHARMA,2016-04-14 00:00:00+00:00,112.1,112.39,111.33,111.62,25473923
224,SQUAREPHARMA,2016-04-15 00:00:00+00:00,109.85,112.3,109.73,112.11,46938969
225,SQUAREPHARMA,2016-04-18 00:00:00+00:00,107.48,108.95,106.94,108.89,60821461
226,SQUAREPHARMA,2016-04-19 00:00:00+00:00,106.91,108,106.23,107.88,32384879
227,SQUAREPHARMA,2016-04-20 00:00:00+00:00,107.13,108.09,106.06,106.64,30611030
228,SQUAREPHARMA,2016-04-21 00:00:00+00:00,105.97,106.93,105.52,106.93,31552525
229,SQUAREPHARMA,2016-04-22 00:00:00+00:00,105.68,106.48,104.62,105.01,33683121
230,SQUAREPHARMA,2016-04-25 00:00:00+00:00,105.08,105.65,104.51,105,28031588
231,SQUAREPHARMA,2016-04-26 00:00:00+00:00,104.35,105.3,103.91,103.91,56016165
232,SQUAREPHARMA,2016-04-27 00:00:00+00:00,97.82,98.71,95.68,96,114602142
233,SQUAREPHARMA,2016-04-28 00:00:00+00:00,94.83,97.88,94.25,97.61,82242690
234,SQUAREPHARMA,2016-04-29 00:00:00+00:00,93.74,94.72,92.51,93.99,68531478
235,SQUAREPHARMA,2016-05-02 00:00:00+00:00,93.64,94.08,92.4,93.965,48160104
236,SQUAREPHARMA,2016-05-03 00:00:00+00:00,95.18,95.74,93.68,94.2,56831277
237,SQUAREPHARMA,2016-05-04 00:00:00+00:00,94.19,95.9,93.82,95.2,41025475
238,SQUAREPHARMA,2016-05-05 00:00:00+00:00,93.24,94.07,92.68,94,35890500
239,SQUAREPHARMA,2016-05-06 00:00:00+00:00,92.72,93.45,91.85,93.37,43699886
240,SQUAREPHARMA,2016-05-09 00:00:00+00:00,92.79,93.77,92.59,93,32936436
241,SQUAREPHARMA,2016-05-10 00:00:00+00:00,93.42,93.57,92.11,93.33,33686836
242,SQUAREPHARMA,2016-05-11 00:00:00+00:00,92.51,93.57,92.46,93.48,28719109
243,SQUAREPHARMA,2016-05-12 00:00:00+00:00,90.34,92.78,89.47,92.72,76314690
244,SQUAREPHARMA,2016-05-13 00:00:00+00:00,90.52,91.67,90,90,44392765
245,SQUAREPHARMA,2016-05-16 00:00:00+00:00,93.88,94.39,91.65,92.39,61259756
246,SQUAREPHARMA,2016-05-17 00:00:00+00:00,93.49,94.7,93.01,94.55,46916939
247,SQUAREPHARMA,2016-05-18 00:00:00+00:00,94.56,95.21,93.89,94.16,42062391
248,SQUAREPHARMA,2016-05-19 00:00:00+00:00,94.2,94.64,93.57,94.64,30442100
249,SQUAREPHARMA,2016-05-20 00:00:00+00:00,95.22,95.43,94.52,94.64,32025968
250,SQUAREPHARMA,2016-05-23 00:00:00+00:00,96.43,97.19,95.67,95.87,38018643
251,SQUAREPHARMA,2016-05-24 00:00:00+00:00,97.9,98.09,96.84,97.22,35140174
252,SQUAREPHARMA,2016-05-25 00:00:00+00:00,99.62,99.74,98.11,98.67,38642108
253,SQUAREPHARMA,2016-05-26 00:00:00+00:00,100.41,100.73,98.64,99.68,56331159
254,SQUAREPHARMA,2016-05-27 00:00:00+00:00,100.35,100.47,99.245,99.44,36341240
255,SQUAREPHARMA,2016-05-31 00:00:00+00:00,99.86,100.4,98.82,99.6,42307212
256,SQUAREPHARMA,2016-06-01 00:00:00+00:00,98.46,99.54,98.33,99.02,29173285
257,SQUAREPHARMA,2016-06-02 00:00:00+00:00,97.72,97.84,96.63,97.6,40191600
258,SQUAREPHARMA,2016-06-03 00:00:00+00:00,97.92,98.27,97.45,97.79,28504888
259,SQUAREPHARMA,2016-06-06 00:00:00+00:00,98.63,101.89,97.55,97.99,23292504
260,SQUAREPHARMA,2016-06-07 00:00:00+00:00,99.03,99.87,98.96,99.25,22409450
261,SQUAREPHARMA,2016-06-08 00:00:00+00:00,98.94,99.56,98.68,99.02,20848131
262,SQUAREPHARMA,2016-06-09 00:00:00+00:00,99.65,99.99,98.46,98.5,26601354
263,SQUAREPHARMA,2016-06-10 00:00:00+00:00,98.83,99.3457,98.48,98.53,31712936
264,SQUAREPHARMA,2016-06-13 00:00:00+00:00,97.34,99.12,97.1,98.69,38020494
265,SQUAREPHARMA,2016-06-14 00:00:00+00:00,97.46,98.475,96.75,97.32,31931944
266,SQUAREPHARMA,2016-06-15 00:00:00+00:00,97.14,98.41,97.03,97.82,29445227
267,SQUAREPHARMA,2016-06-16 00:00:00+00:00,97.55,97.75,96.07,96.45,31326815
268,SQUAREPHARMA,2016-06-17 00:00:00+00:00,95.33,96.65,95.3,96.62,61008219
269,SQUAREPHARMA,2016-06-20 00:00:00+00:00,95.1,96.57,95.03,96,34411901
270,SQUAREPHARMA,2016-06-21 00:00:00+00:00,95.91,96.35,94.676,94.94,35546358
271,SQUAREPHARMA,2016-06-22 00:00:00+00:00,95.55,96.89,95.35,96.25,29219122
272,SQUAREPHARMA,2016-06-23 00:00:00+00:00,96.1,96.29,95.25,95.94,32240187
273,SQUAREPHARMA,2016-06-24 00:00:00+00:00,93.4,94.655,92.65,92.91,75311356
274,SQUAREPHARMA,2016-06-27 00:00:00+00:00,92.04,93.05,91.5,93,46622188
275,SQUAREPHARMA,2016-06-28 00:00:00+00:00,93.59,93.66,92.14,92.9,40444914
276,SQUAREPHARMA,2016-06-29 00:00:00+00:00,94.4,94.55,93.63,93.97,36531006
277,SQUAREPHARMA,2016-06-30 00:00:00+00:00,95.6,95.77,94.3,94.44,35836356
278,SQUAREPHARMA,2016-07-01 00:00:00+00:00,95.89,96.465,95.33,95.49,26026540
